,성별코드,가맹점업종명,시군구명,총결제금액
1484,M,숙박업,안산시 상록구,40000
1485,M,숙박업,안성시,148000
1486,M,숙박업,양주시,614000
1487,M,숙박업,양평군,4339459
1488,M,숙박업,연천군,814000
1489,M,숙박업,오산시,410000
1490,M,숙박업,용인시 기흥구,540000
1491,M,숙박업,용인시 수지구,115000
1492,M,숙박업,용인시 처인구,412500
1493,M,숙박업,의정부시,1915000
1494,M,숙박업,이천시,227600
1495,M,숙박업,파주시,348500
1496,M,숙박업,포천시,78000
1497,M,숙박업,하남시,1300000
1498,M,숙박업,화성시,156000
1499,M,신변잡화,가평군,1364420
1500,M,신변잡화,고양시 덕양구,3003920
1501,M,신변잡화,고양시 일산동구,3962250
1502,M,신변잡화,고양시 일산서구,1151304
1503,M,신변잡화,과천시,859000
1504,M,신변잡화,광명시,3657240
1505,M,신변잡화,광주시,1174650
1506,M,신변잡화,구리시,704500
1507,M,신변잡화,군포시,13949620
1508,M,신변잡화,남양주시,2768920
1509,M,신변잡화,동두천시,467700
1510,M,신변잡화,부천시,23318220
1511,M,신변잡화,수원시 권선구,2336010
1512,M,신변잡화,수원시 영통구,1523870
1513,M,신변잡화,수원시 장안구,2189560
1514,M,신변잡화,수원시 팔달구,2193212
1515,M,신변잡화,안산시 단원구,4397410
1516,M,신변잡화,안산시 상록구,4813487
1517,M,신변잡화,안성시,851290
1518,M,신변잡화,양주시,3332980
1519,M,신변잡화,양평군,8295090
1520,M,신변잡화,여주시,1119900
1521,M,신변잡화,연천군,2510300
1522,M,신변잡화,오산시,3221350
1523,M,신변잡화,용인시 기흥구,1670020
1524,M,신변잡화,용인시 수지구,1017200
1525,M,신변잡화,용인시 처인구,1795150
1526,M,신변잡화,의정부시,3614360
1527,M,신변잡화,이천시,1123580
1528,M,신변잡화,파주시,2174050
1529,M,신변잡화,하남시,2723220
1530,M,신변잡화,화성시,3003500
1531,M,약국,가평군,1965630
1532,M,약국,고양시 덕양구,16684187
1533,M,약국,고양시 일산동구,10087440
1534,M,약국,고양시 일산서구,14256000
1535,M,약국,과천시,5056480
1536,M,약국,광명시,11874770
1537,M,약국,광주시,4247020
1538,M,약국,구리시,4168850
1539,M,약국,군포시,64083401
1540,M,약국,남양주시,16968220
1541,M,약국,동두천시,2174830
1542,M,약국,부천시,53580610
1543,M,약국,수원시 권선구,7164780
1544,M,약국,수원시 영통구,9300220
1545,M,약국,수원시 장안구,4713470
1546,M,약국,수원시 팔달구,5500960
1547,M,약국,안산시 단원구,28076820
1548,M,약국,안산시 상록구,12461550
1549,M,약국,안성시,2973360
1550,M,약국,양주시,12941630
1551,M,약국,양평군,30595707
1552,M,약국,여주시,4639760
1553,M,약국,연천군,8463160
1554,M,약국,오산시,10656790
1555,M,약국,용인시 기흥구,11087690
1556,M,약국,용인시 수지구,8281040
1557,M,약국,용인시 처인구,7471684
1558,M,약국,의정부시,14019660
1559,M,약국,이천시,9143020
1560,M,약국,파주시,7705039
1561,M,약국,평택시,9000
1562,M,약국,하남시,38751240
1563,M,약국,화성시,36200843
1564,M,여행,고양시 일산서구,99000
1565,M,여행,군포시,25300
1566,M,여행,부천시,67800
1567,M,여행,수원시 장안구,393000
1568,M,여행,양주시,400000
1569,M,여행,양평군,58200
1570,M,여행,이천시,72300
1571,M,여행,파주시,99000
1572,M,연료판매점,가평군,17857950
1573,M,연료판매점,과천시,5078772
1574,M,연료판매점,광명시,776130
1575,M,연료판매점,광주시,11977441
1576,M,연료판매점,군포시,83555264
1577,M,연료판매점,동두천시,3922068
1578,M,연료판매점,수원시 권선구,13940639
1579,M,연료판매점,수원시 영통구,6373551
1580,M,연료판매점,수원시 장안구,7663619
1581,M,연료판매점,수원시 팔달구,60000
1582,M,연료판매점,안산시 상록구,176100
1583,M,연료판매점,안성시,38000001
1584,M,연료판매점,양주시,15249138
1585,M,연료판매점,양평군,284956672
1586,M,연료판매점,여주시,1579624
1587,M,연료판매점,연천군,4270973
1588,M,연료판매점,오산시,5944987
1589,M,연료판매점,용인시 기흥구,4237406
1590,M,연료판매점,용인시 수지구,904000
1591,M,연료판매점,용인시 처인구,11695401
1592,M,연료판매점,의정부시,12276258
1593,M,연료판매점,이천시,241521
1594,M,연료판매점,파주시,2372407
1595,M,연료판매점,하남시,169668370
1596,M,연료판매점,화성시,35128079
1597,M,용역 서비스,가평군,55000
1598,M,용역 서비스,고양시 덕양구,2611445
1599,M,용역 서비스,고양시 일산동구,1652300
1600,M,용역 서비스,고양시 일산서구,2019900
1601,M,용역 서비스,과천시,1584100
1602,M,용역 서비스,광명시,2161100
1603,M,용역 서비스,광주시,204000
1604,M,용역 서비스,구리시,872200
1605,M,용역 서비스,군포시,7329290
1606,M,용역 서비스,남양주시,753850
1607,M,용역 서비스,동두천시,110500
1608,M,용역 서비스,부천시,12762970
1609,M,용역 서비스,수원시 권선구,685800
1610,M,용역 서비스,수원시 영통구,2178400
1611,M,용역 서비스,수원시 장안구,950550
1612,M,용역 서비스,수원시 팔달구,2602400
1613,M,용역 서비스,안산시 단원구,6014100
1614,M,용역 서비스,안산시 상록구,203050
1615,M,용역 서비스,안성시,8000
1616,M,용역 서비스,양주시,934450
1617,M,용역 서비스,양평군,1815530
1618,M,용역 서비스,여주시,4000
1619,M,용역 서비스,연천군,74500
1620,M,용역 서비스,오산시,290448
1621,M,용역 서비스,용인시 기흥구,2185300
1622,M,용역 서비스,용인시 수지구,1879000
1623,M,용역 서비스,용인시 처인구,53000
1624,M,용역 서비스,의정부시,1114240
1625,M,용역 서비스,이천시,41500
1626,M,용역 서비스,파주시,2734500
1627,M,용역 서비스,하남시,2149900
1628,M,용역 서비스,화성시,4037150
1629,M,유통업 비영리,가평군,21281340
1630,M,유통업 비영리,고양시 덕양구,278500
1631,M,유통업 비영리,과천시,56500
1632,M,유통업 비영리,광주시,2515320
1633,M,유통업 비영리,구리시,800000
1634,M,유통업 비영리,군포시,39788500
1635,M,유통업 비영리,남양주시,583000
1636,M,유통업 비영리,부천시,171700
1637,M,유통업 비영리,수원시 영통구,578900
1638,M,유통업 비영리,수원시 장안구,8000
1639,M,유통업 비영리,수원시 팔달구,49840
1640,M,유통업 비영리,안산시 단원구,982250
1641,M,유통업 비영리,안산시 상록구,5482270
1642,M,유통업 비영리,안성시,40884310
1643,M,유통업 비영리,양주시,63520060
1644,M,유통업 비영리,양평군,214963538
1645,M,유통업 비영리,여주시,1408990
1646,M,유통업 비영리,연천군,153500
1647,M,유통업 비영리,오산시,553030
1648,M,유통업 비영리,용인시 처인구,5000
1649,M,유통업 비영리,의정부시,7000
1650,M,유통업 비영리,이천시,293100
1651,M,유통업 비영리,하남시,1773200
1652,M,유통업 비영리,화성시,646600
1653,M,유통업 영리,가평군,27081450
1654,M,유통업 영리,고양시 덕양구,119120600
1655,M,유통업 영리,고양시 일산동구,84055760
1656,M,유통업 영리,고양시 일산서구,69258140
1657,M,유통업 영리,과천시,17322520
1658,M,유통업 영리,광명시,93123190
1659,M,유통업 영리,광주시,57267910
1660,M,유통업 영리,구리시,25597780
1661,M,유통업 영리,군포시,366147262
1662,M,유통업 영리,남양주시,149775200
1663,M,유통업 영리,동두천시,14411110
1664,M,유통업 영리,부천시,630195360
1665,M,유통업 영리,수원시 권선구,65365960
1666,M,유통업 영리,수원시 영통구,91526889
1667,M,유통업 영리,수원시 장안구,57452850
1668,M,유통업 영리,수원시 팔달구,52893150
1669,M,유통업 영리,안산시 단원구,226559655
1670,M,유통업 영리,안산시 상록구,163400207
1671,M,유통업 영리,안성시,37636260
1672,M,유통업 영리,양주시,99046045
1673,M,유통업 영리,양평군,351107503
1674,M,유통업 영리,여주시,19591776
1675,M,유통업 영리,연천군,44604690
1676,M,유통업 영리,오산시,62904652
1677,M,유통업 영리,용인시 기흥구,43626970
1678,M,유통업 영리,용인시 수지구,23404500
1679,M,유통업 영리,용인시 처인구,25774300
1680,M,유통업 영리,의정부시,99428640
1681,M,유통업 영리,이천시,34131560
1682,M,유통업 영리,파주시,49633800
1683,M,유통업 영리,평택시,657200
1684,M,유통업 영리,하남시,261445136
1685,M,유통업 영리,화성시,193420431
1686,M,음료식품,가평군,11267920
1687,M,음료식품,고양시 덕양구,82158636
1688,M,음료식품,고양시 일산동구,39234333
1689,M,음료식품,고양시 일산서구,61401742
1690,M,음료식품,과천시,14986090
1691,M,음료식품,광명시,78703515
1692,M,음료식품,광주시,18820097
1693,M,음료식품,구리시,33934870
1694,M,음료식품,군포시,203004065
1695,M,음료식품,남양주시,93611759
1696,M,음료식품,동두천시,7778500
1697,M,음료식품,부천시,423477694
1698,M,음료식품,성남시 분당구,23000
1699,M,음료식품,성남시 중원구,41500
1700,M,음료식품,수원시 권선구,45296050
1701,M,음료식품,수원시 영통구,54924690
1702,M,음료식품,수원시 장안구,56641249
1703,M,음료식품,수원시 팔달구,36524410
1704,M,음료식품,시흥시,5000
1705,M,음료식품,안산시 단원구,46145630
1706,M,음료식품,안산시 상록구,40569495
1707,M,음료식품,안성시,14376520
1708,M,음료식품,양주시,40408276
1709,M,음료식품,양평군,98508985
1710,M,음료식품,여주시,12885585
1711,M,음료식품,연천군,33883249
1712,M,음료식품,오산시,46793715
1713,M,음료식품,용인시 기흥구,31100681
1714,M,음료식품,용인시 수지구,19855302
1715,M,음료식품,용인시 처인구,20201329
1716,M,음료식품,의왕시,11504
1717,M,음료식품,의정부시,72614732
1718,M,음료식품,이천시,14854870
1719,M,음료식품,파주시,37632671
1720,M,음료식품,평택시,20000
1721,M,음료식품,포천시,231000
1722,M,음료식품,하남시,107894608
1723,M,음료식품,화성시,191198299
1724,M,의류,가평군,691223
1725,M,의류,고양시 덕양구,3480100
1726,M,의류,고양시 일산동구,6176500
1727,M,의류,고양시 일산서구,4667900
1728,M,의류,과천시,2671400
1729,M,의류,광명시,5025780
1730,M,의류,광주시,1848000
1731,M,의류,구리시,3151310
1732,M,의류,군포시,12780390
1733,M,의류,남양주시,7927750
1734,M,의류,동두천시,967700
1735,M,의류,부천시,22708780
1736,M,의류,수원시 권선구,1541320
1737,M,의류,수원시 영통구,2139100
1738,M,의류,수원시 장안구,2765400
1739,M,의류,수원시 팔달구,2516720
1740,M,의류,안산시 단원구,10461590
1741,M,의류,안산시 상록구,5301500
1742,M,의류,안성시,927800
1743,M,의류,양주시,3644200
1744,M,의류,양평군,10461850
1745,M,의류,여주시,382200
1746,M,의류,연천군,1509000
1747,M,의류,오산시,2903120
1748,M,의류,용인시 기흥구,1980920
1749,M,의류,용인시 수지구,1211500
1750,M,의류,용인시 처인구,3960750
1751,M,의류,의정부시,6974454
1752,M,의류,이천시,6024150
1753,M,의류,파주시,1124400
1754,M,의류,하남시,13178260
1755,M,의류,화성시,23592127
1756,M,의원,가평군,1587200
1757,M,의원,고양시 덕양구,45625500
1758,M,의원,고양시 일산동구,28444161
1759,M,의원,고양시 일산서구,63477240
1760,M,의원,과천시,13746110
1761,M,의원,광명시,28053110
1762,M,의원,광주시,6488580
1763,M,의원,구리시,19333388
1764,M,의원,군포시,183786932
1765,M,의원,남양주시,41182720
1766,M,의원,동두천시,2778200
1767,M,의원,부천시,132549647
1768,M,의원,수원시 권선구,15936530
1769,M,의원,수원시 영통구,27859734
1770,M,의원,수원시 장안구,12027850
1771,M,의원,수원시 팔달구,17733360
1772,M,의원,안산시 단원구,47421370
1773,M,의원,안산시 상록구,18561690
1774,M,의원,안성시,8333490
1775,M,의원,안양시 동안구,200000
1776,M,의원,양주시,58445120
1777,M,의원,양평군,48175320
1778,M,의원,여주시,6458360
1779,M,의원,연천군,5638889
1780,M,의원,오산시,17098880
1781,M,의원,용인시 기흥구,31178920
1782,M,의원,용인시 수지구,31899890
1783,M,의원,용인시 처인구,17783530
1784,M,의원,의정부시,22844510
1785,M,의원,이천시,23452860
1786,M,의원,파주시,21142010
1787,M,의원,하남시,125841278
1788,M,의원,화성시,165651690
1789,M,일반휴게음식,가평군,72624500
1790,M,일반휴게음식,고양시 덕양구,553538540
1791,M,일반휴게음식,고양시 일산동구,459805363
1792,M,일반휴게음식,고양시 일산서구,369910136
1793,M,일반휴게음식,과천시,162713720
1794,M,일반휴게음식,광명시,357666606
1795,M,일반휴게음식,광주시,157756701
1796,M,일반휴게음식,구리시,152697226
1797,M,일반휴게음식,군포시,842596003
1798,M,일반휴게음식,김포시,85000
1799,M,일반휴게음식,남양주시,617283309
1800,M,일반휴게음식,동두천시,57386130
1801,M,일반휴게음식,부천시,1554886355
1802,M,일반휴게음식,성남시 분당구,401000
1803,M,일반휴게음식,수원시 권선구,254438410
1804,M,일반휴게음식,수원시 영통구,335577448
1805,M,일반휴게음식,수원시 장안구,257938334
1806,M,일반휴게음식,수원시 팔달구,289372275
1807,M,일반휴게음식,시흥시,835904
1808,M,일반휴게음식,안산시 단원구,431919853
1809,M,일반휴게음식,안산시 상록구,271398488
1810,M,일반휴게음식,안성시,83428143
1811,M,일반휴게음식,양주시,428405578
1812,M,일반휴게음식,양평군,731642589
1813,M,일반휴게음식,여주시,67912945
1814,M,일반휴게음식,연천군,250810087
1815,M,일반휴게음식,오산시,137313946
1816,M,일반휴게음식,용인시 기흥구,209747210
1817,M,일반휴게음식,용인시 수지구,148697312
1818,M,일반휴게음식,용인시 처인구,155832595
1819,M,일반휴게음식,의정부시,442142601
1820,M,일반휴게음식,이천시,122125350
1821,M,일반휴게음식,파주시,272160880
1822,M,일반휴게음식,평택시,189000
1823,M,일반휴게음식,하남시,574803623
1824,M,일반휴게음식,화성시,1074198561
1825,M,자동차정비 유지,가평군,2211640
1826,M,자동차정비 유지,고양시 덕양구,15727710
1827,M,자동차정비 유지,고양시 일산동구,12709690
1828,M,자동차정비 유지,고양시 일산서구,14374470
1829,M,자동차정비 유지,과천시,403300
1830,M,자동차정비 유지,광명시,4837390
1831,M,자동차정비 유지,광주시,4988980
1832,M,자동차정비 유지,구리시,2832232
1833,M,자동차정비 유지,군포시,20228878
1834,M,자동차정비 유지,남양주시,17704789
1835,M,자동차정비 유지,동두천시,1213985
1836,M,자동차정비 유지,부천시,28750901
1837,M,자동차정비 유지,수원시 권선구,10563746
1838,M,자동차정비 유지,수원시 영통구,3808200
1839,M,자동차정비 유지,수원시 장안구,6289786
1840,M,자동차정비 유지,수원시 팔달구,2588488
1841,M,자동차정비 유지,안산시 단원구,11132455
1842,M,자동차정비 유지,안산시 상록구,9576092
1843,M,자동차정비 유지,안성시,6636510
1844,M,자동차정비 유지,양주시,12230465
1845,M,자동차정비 유지,양평군,40895232
1846,M,자동차정비 유지,여주시,2015000
1847,M,자동차정비 유지,연천군,12422600
1848,M,자동차정비 유지,오산시,2042114
1849,M,자동차정비 유지,용인시 기흥구,8219665
1850,M,자동차정비 유지,용인시 수지구,5105400
1851,M,자동차정비 유지,용인시 처인구,5387815
1852,M,자동차정비 유지,의정부시,8697070
1853,M,자동차정비 유지,이천시,1707601
1854,M,자동차정비 유지,파주시,3768133
1855,M,자동차정비 유지,하남시,15265160
1856,M,자동차정비 유지,화성시,21123235
1857,M,자동차판매,고양시 덕양구,79000
1858,M,자동차판매,고양시 일산서구,1100000
1859,M,자동차판매,광명시,64000
1860,M,자동차판매,광주시,15000
1861,M,자동차판매,구리시,141000
1862,M,자동차판매,군포시,298000
1863,M,자동차판매,남양주시,70000
1864,M,자동차판매,동두천시,55000
1865,M,자동차판매,부천시,215100
1866,M,자동차판매,수원시 영통구,55000
1867,M,자동차판매,수원시 장안구,65000
1868,M,자동차판매,안산시 단원구,15000
1869,M,자동차판매,양주시,99000
1870,M,자동차판매,오산시,136000
1871,M,자동차판매,용인시 기흥구,90000
1872,M,자동차판매,의정부시,160000
1873,M,전기제품,가평군,54000
1874,M,전기제품,고양시 덕양구,468800
1875,M,전기제품,고양시 일산동구,265600
1876,M,전기제품,고양시 일산서구,112700
1877,M,전기제품,광명시,98000
1878,M,전기제품,광주시,55000
1879,M,전기제품,구리시,9900
1880,M,전기제품,군포시,701200
1881,M,전기제품,남양주시,390200
1882,M,전기제품,동두천시,239000
1883,M,전기제품,부천시,3406650
1884,M,전기제품,성남시 분당구,46200
1885,M,전기제품,수원시 권선구,90100
1886,M,전기제품,수원시 영통구,327600
1887,M,전기제품,수원시 장안구,38000
1888,M,전기제품,수원시 팔달구,197000
1889,M,전기제품,안산시 단원구,1415890
1890,M,전기제품,안산시 상록구,641350
1891,M,전기제품,안성시,16500
1892,M,전기제품,양주시,160000
1893,M,전기제품,양평군,6434820
1894,M,전기제품,연천군,79500
1895,M,전기제품,오산시,1147900
1896,M,전기제품,용인시 기흥구,5500
1897,M,전기제품,용인시 수지구,64000
1898,M,전기제품,용인시 처인구,412670
1899,M,전기제품,의정부시,246650
1900,M,전기제품,이천시,160750
1901,M,전기제품,파주시,100000
1902,M,전기제품,화성시,104200
1903,M,주방용구,고양시 덕양구,576500
1904,M,주방용구,고양시 일산동구,286900
1905,M,주방용구,고양시 일산서구,690500
1906,M,주방용구,광명시,582920
1907,M,주방용구,광주시,304600
1908,M,주방용구,구리시,78800
1909,M,주방용구,군포시,514000
1910,M,주방용구,남양주시,151000
1911,M,주방용구,동두천시,181300
1912,M,주방용구,부천시,1834800
1913,M,주방용구,수원시 권선구,13000
1914,M,주방용구,수원시 장안구,95550
1915,M,주방용구,수원시 팔달구,349000
1916,M,주방용구,안산시 단원구,386100
1917,M,주방용구,안산시 상록구,363000
1918,M,주방용구,양주시,1802100
1919,M,주방용구,양평군,939100
1920,M,주방용구,여주시,145000
1921,M,주방용구,연천군,131700
1922,M,주방용구,오산시,636500
1923,M,주방용구,용인시 수지구,357000
1924,M,주방용구,용인시 처인구,48000
1925,M,주방용구,의정부시,373100
1926,M,주방용구,이천시,143500
1927,M,주방용구,파주시,143000
1928,M,주방용구,포천시,10500
1929,M,주방용구,하남시,724300
1930,M,주방용구,화성시,158000
1931,M,직물,가평군,123000
1932,M,직물,고양시 덕양구,1365900
1933,M,직물,고양시 일산동구,125400
1934,M,직물,고양시 일산서구,548000
1935,M,직물,과천시,94000
1936,M,직물,광명시,2643010
1937,M,직물,광주시,723000
1938,M,직물,구리시,415000
1939,M,직물,군포시,2402500
1940,M,직물,남양주시,1468000
1941,M,직물,동두천시,34000
1942,M,직물,부천시,4697400
1943,M,직물,수원시 권선구,540000
1944,M,직물,수원시 영통구,485000
1945,M,직물,수원시 장안구,271004
1946,M,직물,수원시 팔달구,679920
1947,M,직물,안산시 단원구,6281500
1948,M,직물,안산시 상록구,1981000
1949,M,직물,안성시,285000
1950,M,직물,양주시,700500
1951,M,직물,양평군,1683500
1952,M,직물,여주시,104000
1953,M,직물,연천군,130000
1954,M,직물,오산시,1235800
1955,M,직물,용인시 기흥구,75000
1956,M,직물,용인시 수지구,21000
1957,M,직물,용인시 처인구,485900
1958,M,직물,의정부시,1988000
1959,M,직물,이천시,786000
1960,M,직물,파주시,1587300
1961,M,직물,하남시,1572340
1962,M,직물,화성시,1555000
1963,M,학원,가평군,990000
1964,M,학원,고양시 덕양구,161413905
1965,M,학원,고양시 일산동구,123671214
1966,M,학원,고양시 일산서구,130167100
1967,M,학원,과천시,43769200
1968,M,학원,광명시,110138541
1969,M,학원,광주시,14254500
1970,M,학원,구리시,39402000
1971,M,학원,군포시,340643822
1972,M,학원,남양주시,139706856
1973,M,학원,동두천시,4210000
1974,M,학원,부천시,453711825
1975,M,학원,수원시 권선구,25723420
1976,M,학원,수원시 영통구,99741536
1977,M,학원,수원시 장안구,28247810
1978,M,학원,수원시 팔달구,20478300
1979,M,학원,안산시 단원구,81171520
1980,M,학원,안산시 상록구,36896750
1981,M,학원,안성시,13782000
1982,M,학원,안양시 동안구,21004
1983,M,학원,양주시,73790664
1984,M,학원,양평군,48303860
1985,M,학원,여주시,10977300
1986,M,학원,연천군,28331573
1987,M,학원,오산시,23081300
1988,M,학원,용인시 기흥구,91944366
1989,M,학원,용인시 수지구,69653720
1990,M,학원,용인시 처인구,31746520
1991,M,학원,의정부시,59050840
1992,M,학원,이천시,33563300
1993,M,학원,파주시,74070800
1994,M,학원,하남시,277075593
1995,M,학원,화성시,676595238
1996,M,회원제형태,가평군,515004
1997,M,회원제형태,고양시 덕양구,39903360
1998,M,회원제형태,고양시 일산동구,29411034
1999,M,회원제형태,고양시 일산서구,37115800
2000,M,회원제형태,과천시,12903000
2001,M,회원제형태,광명시,30637018
2002,M,회원제형태,광주시,3597000
2003,M,회원제형태,구리시,14528900
2004,M,회원제형태,군포시,102740660
2005,M,회원제형태,남양주시,23921450
2006,M,회원제형태,동두천시,3923000
2007,M,회원제형태,부천시,96422850
2008,M,회원제형태,수원시 권선구,7153500
2009,M,회원제형태,수원시 영통구,17075150
2010,M,회원제형태,수원시 장안구,13058800
2011,M,회원제형태,수원시 팔달구,2269500
2012,M,회원제형태,안산시 단원구,34777600
2013,M,회원제형태,안산시 상록구,7762750
2014,M,회원제형태,안성시,1280000
2015,M,회원제형태,양주시,19710100
2016,M,회원제형태,양평군,13327000
2017,M,회원제형태,여주시,470000
2018,M,회원제형태,연천군,7018500
2019,M,회원제형태,오산시,8038000
2020,M,회원제형태,용인시 기흥구,15401700
2021,M,회원제형태,용인시 수지구,17543200
2022,M,회원제형태,용인시 처인구,1556000
2023,M,회원제형태,의정부시,23568900
2024,M,회원제형태,이천시,9327200
2025,M,회원제형태,파주시,8671500
2026,M,회원제형태,하남시,30686300
2027,M,회원제형태,화성시,67204325
