,성별코드,가맹점업종명,시군구명,총결제금액
753,F,의원,수원시 영통구,52131330
754,F,의원,수원시 장안구,21917360
755,F,의원,수원시 팔달구,21517830
756,F,의원,안산시 단원구,81456940
757,F,의원,안산시 상록구,35638460
758,F,의원,안성시,11007950
759,F,의원,양주시,59743084
760,F,의원,양평군,82065654
761,F,의원,여주시,9948110
762,F,의원,연천군,15126760
763,F,의원,오산시,22424610
764,F,의원,용인시 기흥구,46598815
765,F,의원,용인시 수지구,43238500
766,F,의원,용인시 처인구,22588590
767,F,의원,의정부시,45673840
768,F,의원,이천시,36666290
769,F,의원,파주시,38412030
770,F,의원,하남시,208574007
771,F,의원,화성시,227123760
772,F,일반휴게음식,가평군,46629658
773,F,일반휴게음식,고양시 덕양구,549648008
774,F,일반휴게음식,고양시 일산동구,468369105
775,F,일반휴게음식,고양시 일산서구,363563888
776,F,일반휴게음식,과천시,159917027
777,F,일반휴게음식,광명시,356449922
778,F,일반휴게음식,광주시,157603929
779,F,일반휴게음식,구리시,159789400
780,F,일반휴게음식,군포시,1093374271
781,F,일반휴게음식,김포시,97000
782,F,일반휴게음식,남양주시,567965340
783,F,일반휴게음식,동두천시,79224234
784,F,일반휴게음식,부천시,1863104565
785,F,일반휴게음식,성남시 분당구,55000
786,F,일반휴게음식,성남시 중원구,9000
787,F,일반휴게음식,수원시 권선구,202744755
788,F,일반휴게음식,수원시 영통구,303953734
789,F,일반휴게음식,수원시 장안구,222039582
790,F,일반휴게음식,수원시 팔달구,234585659
791,F,일반휴게음식,시흥시,1027400
792,F,일반휴게음식,안산시 단원구,516936559
793,F,일반휴게음식,안산시 상록구,306271136
794,F,일반휴게음식,안성시,91057532
795,F,일반휴게음식,안양시 동안구,39800
796,F,일반휴게음식,양주시,448874153
797,F,일반휴게음식,양평군,662217674
798,F,일반휴게음식,여주시,55001373
799,F,일반휴게음식,연천군,162537616
800,F,일반휴게음식,오산시,137342270
801,F,일반휴게음식,용인시 기흥구,213138940
802,F,일반휴게음식,용인시 수지구,143101205
803,F,일반휴게음식,용인시 처인구,144000391
804,F,일반휴게음식,의정부시,419710960
805,F,일반휴게음식,이천시,107381187
806,F,일반휴게음식,파주시,264395691
807,F,일반휴게음식,평택시,139000
808,F,일반휴게음식,포천시,59000
809,F,일반휴게음식,하남시,673122430
810,F,일반휴게음식,화성시,1263961964
811,F,자동차정비 유지,가평군,1333400
812,F,자동차정비 유지,고양시 덕양구,9030810
813,F,자동차정비 유지,고양시 일산동구,7941930
814,F,자동차정비 유지,고양시 일산서구,5495363
815,F,자동차정비 유지,과천시,1125100
816,F,자동차정비 유지,광명시,3936538
817,F,자동차정비 유지,광주시,1973000
818,F,자동차정비 유지,구리시,2495560
819,F,자동차정비 유지,군포시,14939602
820,F,자동차정비 유지,남양주시,8153730
821,F,자동차정비 유지,동두천시,1426585
822,F,자동차정비 유지,부천시,16360514
823,F,자동차정비 유지,수원시 권선구,3851370
824,F,자동차정비 유지,수원시 영통구,1822500
825,F,자동차정비 유지,수원시 장안구,1230750
826,F,자동차정비 유지,수원시 팔달구,2108788
827,F,자동차정비 유지,안산시 단원구,10415798
828,F,자동차정비 유지,안산시 상록구,8567502
829,F,자동차정비 유지,안성시,1216900
830,F,자동차정비 유지,양주시,6865318
831,F,자동차정비 유지,양평군,22028770
832,F,자동차정비 유지,여주시,979000
833,F,자동차정비 유지,연천군,4305090
834,F,자동차정비 유지,오산시,1149560
835,F,자동차정비 유지,용인시 기흥구,4649973
836,F,자동차정비 유지,용인시 수지구,3457008
837,F,자동차정비 유지,용인시 처인구,1453140
838,F,자동차정비 유지,의정부시,5337550
839,F,자동차정비 유지,이천시,890880
840,F,자동차정비 유지,파주시,2143400
841,F,자동차정비 유지,하남시,12465960
842,F,자동차정비 유지,화성시,15330400
843,F,자동차판매,고양시 덕양구,110000
844,F,자동차판매,고양시 일산동구,2801004
845,F,자동차판매,구리시,6000
846,F,자동차판매,군포시,167000
847,F,자동차판매,부천시,12000
848,F,자동차판매,양주시,61000
849,F,자동차판매,화성시,40000
850,F,전기제품,가평군,5000
851,F,전기제품,고양시 덕양구,676130
852,F,전기제품,고양시 일산동구,245000
853,F,전기제품,고양시 일산서구,1190000
854,F,전기제품,광명시,123200
855,F,전기제품,광주시,285100
856,F,전기제품,군포시,2178100
857,F,전기제품,남양주시,749140
858,F,전기제품,동두천시,96000
859,F,전기제품,부천시,5657750
860,F,전기제품,수원시 권선구,43000
861,F,전기제품,수원시 영통구,60400
862,F,전기제품,수원시 장안구,285000
863,F,전기제품,수원시 팔달구,189500
864,F,전기제품,안산시 단원구,1590900
865,F,전기제품,안산시 상록구,323145
866,F,전기제품,안성시,6000
867,F,전기제품,양주시,130600
868,F,전기제품,양평군,6190750
869,F,전기제품,여주시,22000
870,F,전기제품,연천군,43000
871,F,전기제품,오산시,1257900
872,F,전기제품,용인시 기흥구,92020
873,F,전기제품,용인시 수지구,233000
874,F,전기제품,용인시 처인구,250900
875,F,전기제품,의정부시,96350
876,F,전기제품,이천시,13000
877,F,전기제품,파주시,12000
878,F,전기제품,화성시,5500
879,F,주방용구,고양시 덕양구,444300
880,F,주방용구,고양시 일산동구,1017800
881,F,주방용구,고양시 일산서구,941500
882,F,주방용구,과천시,341000
883,F,주방용구,광명시,777820
884,F,주방용구,광주시,259400
885,F,주방용구,구리시,90400
886,F,주방용구,군포시,1384300
887,F,주방용구,남양주시,521700
888,F,주방용구,동두천시,152500
889,F,주방용구,부천시,2644000
890,F,주방용구,수원시 권선구,11900
891,F,주방용구,수원시 장안구,192300
892,F,주방용구,수원시 팔달구,392800
893,F,주방용구,안산시 단원구,2079800
894,F,주방용구,안산시 상록구,713900
895,F,주방용구,안성시,693000
896,F,주방용구,양주시,2304850
897,F,주방용구,양평군,1221270
898,F,주방용구,여주시,148000
899,F,주방용구,연천군,774500
900,F,주방용구,오산시,740400
901,F,주방용구,용인시 기흥구,16000
902,F,주방용구,용인시 수지구,3900
903,F,주방용구,용인시 처인구,14000
904,F,주방용구,의정부시,394100
905,F,주방용구,이천시,149300
906,F,주방용구,파주시,92500
907,F,주방용구,포천시,20000
908,F,주방용구,하남시,683600
909,F,주방용구,화성시,592600
910,F,직물,가평군,110000
911,F,직물,고양시 덕양구,2919500
912,F,직물,고양시 일산동구,496000
913,F,직물,고양시 일산서구,2243000
914,F,직물,과천시,1145900
915,F,직물,광명시,2368210
916,F,직물,광주시,1155000
917,F,직물,구리시,1041000
918,F,직물,군포시,2473500
919,F,직물,남양주시,2650350
920,F,직물,동두천시,140600
921,F,직물,부천시,11325700
922,F,직물,수원시 권선구,1836000
923,F,직물,수원시 영통구,1865800
924,F,직물,수원시 장안구,1789500
925,F,직물,수원시 팔달구,1115100
926,F,직물,안산시 단원구,12336100
927,F,직물,안산시 상록구,8153500
928,F,직물,안성시,629000
929,F,직물,양주시,1204500
930,F,직물,양평군,2637000
931,F,직물,여주시,226000
932,F,직물,연천군,984000
933,F,직물,오산시,1904000
934,F,직물,용인시 기흥구,983000
935,F,직물,용인시 수지구,973600
936,F,직물,용인시 처인구,800000
937,F,직물,의정부시,2868400
938,F,직물,이천시,434000
939,F,직물,파주시,1603500
940,F,직물,하남시,2951640
941,F,직물,화성시,3938000
942,F,학원,가평군,7924000
943,F,학원,고양시 덕양구,315000565
944,F,학원,고양시 일산동구,251753555
945,F,학원,고양시 일산서구,300616570
946,F,학원,과천시,53890950
947,F,학원,광명시,148184920
948,F,학원,광주시,36839100
949,F,학원,구리시,79815100
950,F,학원,군포시,539051796
951,F,학원,남양주시,234250950
952,F,학원,동두천시,11291010
953,F,학원,부천시,811298066
954,F,학원,성남시 수정구,335000
955,F,학원,수원시 권선구,51803460
956,F,학원,수원시 영통구,151009500
957,F,학원,수원시 장안구,56263956
958,F,학원,수원시 팔달구,23714510
959,F,학원,안산시 단원구,161524910
960,F,학원,안산시 상록구,95202950
961,F,학원,안성시,20065600
962,F,학원,안양시 동안구,37000
963,F,학원,양주시,179992600
964,F,학원,양평군,71617000
965,F,학원,여주시,14994350
966,F,학원,연천군,41299150
967,F,학원,오산시,36917150
968,F,학원,용인시 기흥구,155183450
969,F,학원,용인시 수지구,147528935
970,F,학원,용인시 처인구,35403814
971,F,학원,의정부시,133058260
972,F,학원,이천시,42851050
973,F,학원,파주시,131779025
974,F,학원,하남시,452631765
975,F,학원,화성시,1225174465
976,F,회원제형태,가평군,1381000
977,F,회원제형태,고양시 덕양구,85033650
978,F,회원제형태,고양시 일산동구,60917875
979,F,회원제형태,고양시 일산서구,74124800
980,F,회원제형태,과천시,15833000
981,F,회원제형태,광명시,51454550
982,F,회원제형태,광주시,4870000
983,F,회원제형태,구리시,22080000
984,F,회원제형태,군포시,144512548
985,F,회원제형태,남양주시,41277600
986,F,회원제형태,동두천시,4153000
987,F,회원제형태,부천시,168708072
988,F,회원제형태,수원시 권선구,6522600
989,F,회원제형태,수원시 영통구,26860300
990,F,회원제형태,수원시 장안구,17204000
991,F,회원제형태,수원시 팔달구,5139400
992,F,회원제형태,안산시 단원구,59359200
993,F,회원제형태,안산시 상록구,10769860
994,F,회원제형태,안성시,933000
995,F,회원제형태,양주시,39044835
996,F,회원제형태,양평군,20903100
997,F,회원제형태,여주시,540000
998,F,회원제형태,연천군,15604000
999,F,회원제형태,오산시,10610300
1000,F,회원제형태,용인시 기흥구,19521800
1001,F,회원제형태,용인시 수지구,24219800
1002,F,회원제형태,용인시 처인구,3364000
1003,F,회원제형태,의정부시,42479350
1004,F,회원제형태,이천시,10226000
1005,F,회원제형태,파주시,22282400
1006,F,회원제형태,하남시,46283990
1007,F,회원제형태,화성시,125456780
1008,M,가구,가평군,80000
1009,M,가구,고양시 일산동구,8087000
1010,M,가구,고양시 일산서구,5307600
1011,M,가구,과천시,150000
1012,M,가구,광명시,2259000
1013,M,가구,광주시,454000
1014,M,가구,구리시,75000
1015,M,가구,군포시,407000
1016,M,가구,남양주시,1007950
1017,M,가구,동두천시,17350
1018,M,가구,부천시,2717000
1019,M,가구,수원시 권선구,48314100
1020,M,가구,수원시 영통구,37500
1021,M,가구,수원시 장안구,40000
1022,M,가구,안산시 단원구,23306000
1023,M,가구,안산시 상록구,73254090
1024,M,가구,안성시,1074875
1025,M,가구,양주시,1209400
1026,M,가구,양평군,1582000
1027,M,가구,연천군,340000
1028,M,가구,오산시,1995000
1029,M,가구,용인시 기흥구,10000
1030,M,가구,용인시 수지구,120000
1031,M,가구,용인시 처인구,4000
1032,M,가구,의정부시,1005000
1033,M,가구,이천시,500000
1034,M,가구,파주시,734000
1035,M,가구,하남시,1387970
1036,M,가구,화성시,3032000
1037,M,건강식품,가평군,658500
1038,M,건강식품,고양시 덕양구,1451000
1039,M,건강식품,고양시 일산동구,942300
1040,M,건강식품,고양시 일산서구,2684300
1041,M,건강식품,과천시,3950200
1042,M,건강식품,광명시,612100
1043,M,건강식품,광주시,802300
1044,M,건강식품,구리시,45000
1045,M,건강식품,군포시,3882400
1046,M,건강식품,남양주시,1549200
1047,M,건강식품,동두천시,314000
1048,M,건강식품,부천시,7863730
1049,M,건강식품,수원시 권선구,1169900
1050,M,건강식품,수원시 영통구,3560944
1051,M,건강식품,수원시 장안구,2565800
1052,M,건강식품,수원시 팔달구,1930200
1053,M,건강식품,안산시 단원구,4696902
1054,M,건강식품,안산시 상록구,488300
1055,M,건강식품,안성시,210000
1056,M,건강식품,양주시,2628000
1057,M,건강식품,양평군,2072055
1058,M,건강식품,여주시,72000
1059,M,건강식품,연천군,167200
1060,M,건강식품,오산시,743000
1061,M,건강식품,용인시 기흥구,290400
1062,M,건강식품,용인시 수지구,4127400
1063,M,건강식품,용인시 처인구,555000
1064,M,건강식품,의정부시,1199500
1065,M,건강식품,이천시,76500
1066,M,건강식품,파주시,1661500
1067,M,건강식품,하남시,2110150
1068,M,건강식품,화성시,5310750
1069,M,건축자재,가평군,530600
1070,M,건축자재,고양시 덕양구,744200
1071,M,건축자재,고양시 일산동구,3791300
1072,M,건축자재,고양시 일산서구,734550
1073,M,건축자재,과천시,101000
1074,M,건축자재,광명시,317310
1075,M,건축자재,광주시,631580
1076,M,건축자재,구리시,84500
1077,M,건축자재,군포시,6807350
1078,M,건축자재,남양주시,1530050
1079,M,건축자재,동두천시,69500
1080,M,건축자재,부천시,4617870
1081,M,건축자재,수원시 권선구,917630
1082,M,건축자재,수원시 영통구,58500
1083,M,건축자재,수원시 장안구,687350
1084,M,건축자재,수원시 팔달구,259050
1085,M,건축자재,안산시 단원구,800750
1086,M,건축자재,안산시 상록구,1345200
1087,M,건축자재,안성시,489100
1088,M,건축자재,양주시,2696360
1089,M,건축자재,양평군,10493135
1090,M,건축자재,여주시,232000
1091,M,건축자재,연천군,655800
1092,M,건축자재,오산시,703200
1093,M,건축자재,용인시 기흥구,341950
1094,M,건축자재,용인시 수지구,573981
1095,M,건축자재,용인시 처인구,933400
1096,M,건축자재,의정부시,1039000
1097,M,건축자재,이천시,709146
1098,M,건축자재,파주시,807200
1099,M,건축자재,하남시,359500
1100,M,건축자재,화성시,2213590
1101,M,광학제품,가평군,78000
1102,M,광학제품,고양시 덕양구,987500
1103,M,광학제품,고양시 일산동구,5869126
1104,M,광학제품,고양시 일산서구,1431500
1105,M,광학제품,과천시,398800
1106,M,광학제품,광명시,1268000
1107,M,광학제품,광주시,1057000
1108,M,광학제품,구리시,716000
1109,M,광학제품,군포시,2794100
1110,M,광학제품,남양주시,534500
1111,M,광학제품,동두천시,117800
1112,M,광학제품,부천시,7127500
1113,M,광학제품,수원시 권선구,985000
1114,M,광학제품,수원시 영통구,1062600
1115,M,광학제품,수원시 장안구,232000
1116,M,광학제품,수원시 팔달구,433500
1117,M,광학제품,안산시 단원구,1125000
1118,M,광학제품,안산시 상록구,1461800
1119,M,광학제품,안성시,30000
1120,M,광학제품,양주시,1235000
1121,M,광학제품,양평군,1747000
1122,M,광학제품,여주시,15000
1123,M,광학제품,연천군,191000
1124,M,광학제품,오산시,261000
1125,M,광학제품,용인시 기흥구,187600
1126,M,광학제품,용인시 수지구,705000
1127,M,광학제품,용인시 처인구,355000
1128,M,광학제품,의정부시,1903500
1129,M,광학제품,이천시,790000
1130,M,광학제품,파주시,779600
1131,M,광학제품,하남시,944000
1132,M,광학제품,화성시,7130120
1133,M,기타,가평군,277850
1134,M,기타,고양시 덕양구,1419000
1135,M,기타,고양시 일산동구,2814500
1136,M,기타,고양시 일산서구,2033500
1137,M,기타,과천시,74000
1138,M,기타,광명시,759210
1139,M,기타,광주시,462500
1140,M,기타,구리시,295700
1141,M,기타,군포시,6739700
1142,M,기타,남양주시,755250
1143,M,기타,동두천시,216000
1144,M,기타,부천시,6352860
1145,M,기타,수원시 권선구,1413200
1146,M,기타,수원시 영통구,885600
1147,M,기타,수원시 장안구,460100
1148,M,기타,수원시 팔달구,562000
1149,M,기타,안산시 단원구,1531170
1150,M,기타,안산시 상록구,1659650
1151,M,기타,안성시,286050
1152,M,기타,양주시,1835700
1153,M,기타,양평군,6109690
1154,M,기타,여주시,909200
1155,M,기타,연천군,2890090
1156,M,기타,오산시,1261050
1157,M,기타,용인시 기흥구,482400
1158,M,기타,용인시 수지구,381740
1159,M,기타,용인시 처인구,899600
1160,M,기타,의정부시,1176599
1161,M,기타,이천시,572900
1162,M,기타,파주시,788000
1163,M,기타,하남시,3745050
1164,M,기타,화성시,1997980
1165,M,기타의료기관,가평군,24800
1166,M,기타의료기관,고양시 덕양구,21416170
1167,M,기타의료기관,고양시 일산동구,71118570
1168,M,기타의료기관,고양시 일산서구,20268790
1169,M,기타의료기관,과천시,871153
1170,M,기타의료기관,광명시,6430570
1171,M,기타의료기관,광주시,1128900
1172,M,기타의료기관,구리시,4898380
1173,M,기타의료기관,군포시,13264101
1174,M,기타의료기관,남양주시,10098419
1175,M,기타의료기관,동두천시,432800
1176,M,기타의료기관,부천시,70499002
1177,M,기타의료기관,수원시 권선구,25645440
1178,M,기타의료기관,수원시 영통구,17479750
1179,M,기타의료기관,수원시 장안구,2972200
1180,M,기타의료기관,수원시 팔달구,7650250
1181,M,기타의료기관,안산시 단원구,22650000
1182,M,기타의료기관,안산시 상록구,3905350
1183,M,기타의료기관,안성시,140900
1184,M,기타의료기관,양주시,12768370
1185,M,기타의료기관,양평군,3905800
1186,M,기타의료기관,여주시,602900
1187,M,기타의료기관,연천군,514500
1188,M,기타의료기관,오산시,972500
1189,M,기타의료기관,용인시 기흥구,20045910
1190,M,기타의료기관,용인시 수지구,19304520
1191,M,기타의료기관,용인시 처인구,6885000
1192,M,기타의료기관,의정부시,17446748
1193,M,기타의료기관,이천시,4515800
1194,M,기타의료기관,파주시,7701380
1195,M,기타의료기관,하남시,30302511
1196,M,기타의료기관,화성시,103385305
1197,M,농업,가평군,676120
1198,M,농업,고양시 덕양구,29000
1199,M,농업,고양시 일산동구,25300
1200,M,농업,고양시 일산서구,162000
1201,M,농업,광주시,71000
1202,M,농업,구리시,105300
1203,M,농업,남양주시,502700
1204,M,농업,동두천시,104200
1205,M,농업,부천시,62000
1206,M,농업,수원시 권선구,168600
1207,M,농업,수원시 팔달구,75300
1208,M,농업,안산시 단원구,147900
1209,M,농업,안성시,550800
1210,M,농업,양주시,913600
1211,M,농업,양평군,9070263
1212,M,농업,여주시,736500
1213,M,농업,연천군,1227150
1214,M,농업,오산시,197200
1215,M,농업,용인시 기흥구,66000
1216,M,농업,용인시 처인구,150000
1217,M,농업,의정부시,112000
1218,M,농업,이천시,73000
1219,M,농업,파주시,267500
1220,M,농업,평택시,40000
1221,M,농업,화성시,418000
1222,M,레저업소,가평군,3209400
1223,M,레저업소,고양시 덕양구,38246522
1224,M,레저업소,고양시 일산동구,31941300
1225,M,레저업소,고양시 일산서구,23868300
1226,M,레저업소,과천시,11838800
1227,M,레저업소,광명시,22261200
1228,M,레저업소,광주시,8389450
1229,M,레저업소,구리시,7956500
1230,M,레저업소,군포시,54704106
1231,M,레저업소,남양주시,34183910
1232,M,레저업소,동두천시,3780300
1233,M,레저업소,부천시,95548271
1234,M,레저업소,수원시 권선구,17987477
1235,M,레저업소,수원시 영통구,22754912
1236,M,레저업소,수원시 장안구,15889100
1237,M,레저업소,수원시 팔달구,9457405
1238,M,레저업소,안산시 단원구,30698591
1239,M,레저업소,안산시 상록구,10437100
1240,M,레저업소,안성시,6396400
1241,M,레저업소,양주시,32757414
1242,M,레저업소,양평군,21883550
1243,M,레저업소,여주시,3710600
1244,M,레저업소,연천군,10431800
1245,M,레저업소,오산시,3812060
1246,M,레저업소,용인시 기흥구,16312500
1247,M,레저업소,용인시 수지구,12464500
1248,M,레저업소,용인시 처인구,7957600
1249,M,레저업소,의정부시,24659500
1250,M,레저업소,이천시,8363817
1251,M,레저업소,파주시,17963300
1252,M,레저업소,하남시,60659640
1253,M,레저업소,화성시,74759388
1254,M,레져용품,가평군,271000
1255,M,레져용품,고양시 덕양구,5028900
1256,M,레져용품,고양시 일산동구,7933600
1257,M,레져용품,고양시 일산서구,5947870
1258,M,레져용품,과천시,1237000
1259,M,레져용품,광명시,3402120
1260,M,레져용품,광주시,2809100
1261,M,레져용품,구리시,3410700
1262,M,레져용품,군포시,8347300
1263,M,레져용품,남양주시,12265900
1264,M,레져용품,동두천시,2306700
1265,M,레져용품,부천시,24362350
1266,M,레져용품,수원시 권선구,4837400
1267,M,레져용품,수원시 영통구,4073550
1268,M,레져용품,수원시 장안구,1153000
1269,M,레져용품,수원시 팔달구,1637900
1270,M,레져용품,안산시 단원구,7385210
1271,M,레져용품,안산시 상록구,11932250
1272,M,레져용품,안성시,2160240
1273,M,레져용품,양주시,5161200
1274,M,레져용품,양평군,10918619
1275,M,레져용품,여주시,2712000
1276,M,레져용품,연천군,5998520
1277,M,레져용품,오산시,3215700
1278,M,레져용품,용인시 기흥구,3094150
1279,M,레져용품,용인시 수지구,3819650
1280,M,레져용품,용인시 처인구,3776180
1281,M,레져용품,의정부시,5726300
1282,M,레져용품,이천시,1091850
1283,M,레져용품,파주시,4496600
1284,M,레져용품,하남시,15264350
1285,M,레져용품,화성시,21163718
1286,M,문화.취미,가평군,1235650
1287,M,문화.취미,고양시 덕양구,4339800
1288,M,문화.취미,고양시 일산동구,3790670
1289,M,문화.취미,고양시 일산서구,4132000
1290,M,문화.취미,과천시,541500
1291,M,문화.취미,광명시,6547630
1292,M,문화.취미,광주시,992450
1293,M,문화.취미,구리시,768800
1294,M,문화.취미,군포시,6885700
1295,M,문화.취미,남양주시,12660360
1296,M,문화.취미,동두천시,242600
1297,M,문화.취미,부천시,17283670
1298,M,문화.취미,수원시 권선구,2393700
1299,M,문화.취미,수원시 영통구,3159000
1300,M,문화.취미,수원시 장안구,1523000
1301,M,문화.취미,수원시 팔달구,4200750
1302,M,문화.취미,안산시 단원구,3018450
1303,M,문화.취미,안산시 상록구,3005500
1304,M,문화.취미,안성시,722500
1305,M,문화.취미,양주시,7436170
1306,M,문화.취미,양평군,10953000
1307,M,문화.취미,여주시,674000
1308,M,문화.취미,연천군,2191650
1309,M,문화.취미,오산시,2257900
1310,M,문화.취미,용인시 기흥구,2203850
1311,M,문화.취미,용인시 수지구,624600
1312,M,문화.취미,용인시 처인구,1291820
1313,M,문화.취미,의정부시,3627550
1314,M,문화.취미,이천시,802100
1315,M,문화.취미,파주시,3421650
1316,M,문화.취미,평택시,107000
1317,M,문화.취미,하남시,5078750
1318,M,문화.취미,화성시,9703734
1319,M,병원,가평군,56950
1320,M,병원,고양시 덕양구,34200
1321,M,병원,고양시 일산서구,104100
1322,M,병원,과천시,507900
1323,M,병원,광명시,2589700
1324,M,병원,광주시,1246250
1325,M,병원,군포시,68763970
1326,M,병원,남양주시,750600
1327,M,병원,부천시,1670700
1328,M,병원,수원시 장안구,5400
1329,M,병원,수원시 팔달구,77500
1330,M,병원,안산시 단원구,13852780
1331,M,병원,안산시 상록구,4881560
1332,M,병원,안성시,2192990
1333,M,병원,양주시,74700
1334,M,병원,양평군,12932550
1335,M,병원,여주시,19100
1336,M,병원,오산시,3770840
1337,M,병원,용인시 기흥구,8437230
1338,M,병원,용인시 수지구,1098880
1339,M,병원,용인시 처인구,9131550
1340,M,병원,이천시,4139850
1341,M,병원,하남시,9335530
1342,M,병원,화성시,1520810
1343,M,보건위생,가평군,2296032
1344,M,보건위생,고양시 덕양구,48049190
1345,M,보건위생,고양시 일산동구,39766050
1346,M,보건위생,고양시 일산서구,41152360
1347,M,보건위생,과천시,18623510
1348,M,보건위생,광명시,36213510
1349,M,보건위생,광주시,9694554
1350,M,보건위생,구리시,10168570
1351,M,보건위생,군포시,92118870
1352,M,보건위생,남양주시,43883491
1353,M,보건위생,동두천시,4568550
1354,M,보건위생,부천시,162355134
1355,M,보건위생,수원시 권선구,20235112
1356,M,보건위생,수원시 영통구,45445038
1357,M,보건위생,수원시 장안구,18496256
1358,M,보건위생,수원시 팔달구,18756250
1359,M,보건위생,안산시 단원구,35511400
1360,M,보건위생,안산시 상록구,19000836
1361,M,보건위생,안성시,3627100
1362,M,보건위생,양주시,38244549
1363,M,보건위생,양평군,32574410
1364,M,보건위생,여주시,3988500
1365,M,보건위생,연천군,10709670
1366,M,보건위생,오산시,12480999
1367,M,보건위생,용인시 기흥구,25369780
1368,M,보건위생,용인시 수지구,16454500
1369,M,보건위생,용인시 처인구,8668820
1370,M,보건위생,의정부시,30251862
1371,M,보건위생,이천시,12104115
1372,M,보건위생,파주시,26585292
1373,M,보건위생,하남시,60077685
1374,M,보건위생,화성시,172502850
1375,M,사무통신,가평군,65000
1376,M,사무통신,고양시 덕양구,994868
1377,M,사무통신,고양시 일산동구,1419100
1378,M,사무통신,고양시 일산서구,688800
1379,M,사무통신,과천시,232500
1380,M,사무통신,광명시,454110
1381,M,사무통신,광주시,100600
1382,M,사무통신,군포시,819840
1383,M,사무통신,남양주시,460300
1384,M,사무통신,동두천시,13000
1385,M,사무통신,부천시,3410500
1386,M,사무통신,수원시 권선구,253280
1387,M,사무통신,수원시 영통구,486790
1388,M,사무통신,수원시 장안구,210900
1389,M,사무통신,수원시 팔달구,78200
1390,M,사무통신,안산시 단원구,407350
1391,M,사무통신,안산시 상록구,1060500
1392,M,사무통신,양주시,597000
1393,M,사무통신,양평군,1437800
1394,M,사무통신,여주시,65000
1395,M,사무통신,연천군,72000
1396,M,사무통신,오산시,39900
1397,M,사무통신,용인시 기흥구,125000
1398,M,사무통신,용인시 수지구,156800
1399,M,사무통신,용인시 처인구,128000
1400,M,사무통신,의정부시,655750
1401,M,사무통신,이천시,42600
1402,M,사무통신,파주시,22600
1403,M,사무통신,하남시,456450
1404,M,사무통신,화성시,615650
1405,M,서적문구,가평군,983050
1406,M,서적문구,고양시 덕양구,11811240
1407,M,서적문구,고양시 일산동구,7131620
1408,M,서적문구,고양시 일산서구,5667670
1409,M,서적문구,과천시,4789910
1410,M,서적문구,광명시,3744450
1411,M,서적문구,광주시,1437500
1412,M,서적문구,구리시,1090670
1413,M,서적문구,군포시,30149830
1414,M,서적문구,남양주시,4375490
1415,M,서적문구,동두천시,1021400
1416,M,서적문구,부천시,18538040
1417,M,서적문구,수원시 권선구,2442150
1418,M,서적문구,수원시 영통구,7006191
1419,M,서적문구,수원시 장안구,2736750
1420,M,서적문구,수원시 팔달구,2130950
1421,M,서적문구,안산시 단원구,10601370
1422,M,서적문구,안산시 상록구,3742270
1423,M,서적문구,안성시,1248250
1424,M,서적문구,양주시,3310550
1425,M,서적문구,양평군,10488980
1426,M,서적문구,여주시,53000
1427,M,서적문구,연천군,1610200
1428,M,서적문구,오산시,3220876
1429,M,서적문구,용인시 기흥구,2421820
1430,M,서적문구,용인시 수지구,3993845
1431,M,서적문구,용인시 처인구,1098360
1432,M,서적문구,의정부시,5789730
1433,M,서적문구,이천시,2853600
1434,M,서적문구,파주시,6424100
1435,M,서적문구,하남시,7402590
1436,M,서적문구,화성시,29921530
1437,M,수리서비스,가평군,135640
1438,M,수리서비스,고양시 덕양구,4293900
1439,M,수리서비스,고양시 일산동구,4488520
1440,M,수리서비스,고양시 일산서구,1975480
1441,M,수리서비스,과천시,870330
1442,M,수리서비스,광명시,2746500
1443,M,수리서비스,광주시,1308110
1444,M,수리서비스,구리시,857860
1445,M,수리서비스,군포시,8780400
1446,M,수리서비스,남양주시,6472650
1447,M,수리서비스,동두천시,761180
1448,M,수리서비스,부천시,13398100
1449,M,수리서비스,수원시 권선구,3254610
1450,M,수리서비스,수원시 영통구,4315170
1451,M,수리서비스,수원시 장안구,1937610
1452,M,수리서비스,수원시 팔달구,1575290
1453,M,수리서비스,안산시 단원구,4532350
1454,M,수리서비스,안산시 상록구,2459930
1455,M,수리서비스,안성시,678610
1456,M,수리서비스,양주시,4508630
1457,M,수리서비스,양평군,5408200
1458,M,수리서비스,여주시,231672
1459,M,수리서비스,연천군,503790
1460,M,수리서비스,오산시,1570880
1461,M,수리서비스,용인시 기흥구,2953650
1462,M,수리서비스,용인시 수지구,2056110
1463,M,수리서비스,용인시 처인구,807410
1464,M,수리서비스,의정부시,2846480
1465,M,수리서비스,이천시,615920
1466,M,수리서비스,파주시,1636120
1467,M,수리서비스,하남시,6837430
1468,M,수리서비스,화성시,11223766
1469,M,숙박업,가평군,295800
1470,M,숙박업,고양시 덕양구,1338000
1471,M,숙박업,고양시 일산동구,245000
1472,M,숙박업,고양시 일산서구,585401
1473,M,숙박업,광명시,1865504
1474,M,숙박업,광주시,67500
1475,M,숙박업,구리시,140000
1476,M,숙박업,군포시,1589000
1477,M,숙박업,남양주시,583000
1478,M,숙박업,동두천시,260000
1479,M,숙박업,부천시,3866000
1480,M,숙박업,수원시 권선구,909020
1481,M,숙박업,수원시 영통구,308000
1482,M,숙박업,수원시 장안구,578000
1483,M,숙박업,수원시 팔달구,881000
