년월,시도명,시군구명,성별코드,가맹점업종명,총결제금액
2019-05,경기도,양평군,F,음료식품,12845151
2019-05,경기도,양평군,F,연료판매점,15084548
2019-05,경기도,양평군,F,유통업 비영리,26823710
2019-05,경기도,양평군,F,유통업 영리,33219490
2019-05,경기도,양평군,F,일반휴게음식,63547560
2019-05,경기도,양평군,M,건강식품,2100
2019-05,경기도,양평군,M,사무통신,36500
2019-05,경기도,양평군,M,주방용구,54000
2019-05,경기도,양평군,M,용역 서비스,59000
2019-05,경기도,양평군,M,가구,190000
2019-05,경기도,양평군,M,병원,201180
2019-05,경기도,양평군,M,기타의료기관,204600
2019-05,경기도,양평군,M,직물,233000
2019-05,경기도,양평군,M,광학제품,482000
2019-05,경기도,양평군,M,숙박업,516000
2019-05,경기도,양평군,M,기타,581100
2019-05,경기도,양평군,M,신변잡화,589580
2019-05,경기도,양평군,M,전기제품,642500
2019-05,경기도,양평군,M,수리서비스,804400
2019-05,경기도,양평군,M,서적문구,845650
2019-05,경기도,양평군,M,농업,878240
2019-05,경기도,양평군,M,회원제형태,1050000
2019-05,경기도,양평군,M,의류,1075350
2019-05,경기도,양평군,M,건축자재,1245420
2019-05,경기도,양평군,M,문화.취미,1469800
2019-05,경기도,양평군,M,학원,2688100
2019-05,경기도,양평군,M,레져용품,2724350
2019-05,경기도,양평군,M,레저업소,2819000
2019-05,경기도,양평군,M,약국,2985620
2019-05,경기도,양평군,M,보건위생,3345100
2019-05,경기도,양평군,M,의원,3477000
2019-05,경기도,양평군,M,자동차정비 유지,3868210
2019-05,경기도,양평군,M,음료식품,8102774
2019-05,경기도,양평군,M,연료판매점,22674946
2019-05,경기도,양평군,M,유통업 비영리,22813938
2019-05,경기도,양평군,M,유통업 영리,32589049
2019-05,경기도,양평군,M,일반휴게음식,76406975
2019-05,경기도,여주시,F,용역 서비스,2400
2019-05,경기도,여주시,F,전기제품,22000
2019-05,경기도,여주시,F,기타,64000
2019-05,경기도,여주시,F,기타의료기관,74700
2019-05,경기도,여주시,F,수리서비스,89000
2019-05,경기도,여주시,F,자동차정비 유지,99000
2019-05,경기도,여주시,F,주방용구,130000
2019-05,경기도,여주시,F,연료판매점,143950
2019-05,경기도,여주시,F,직물,173000
2019-05,경기도,여주시,F,의류,214500
2019-05,경기도,여주시,F,레저업소,315500
2019-05,경기도,여주시,F,문화.취미,368000
2019-05,경기도,여주시,F,신변잡화,398670
2019-05,경기도,여주시,F,가구,477000
2019-05,경기도,여주시,F,보건위생,594000
2019-05,경기도,여주시,F,약국,810100
2019-05,경기도,여주시,F,의원,1300530
2019-05,경기도,여주시,F,학원,1775000
2019-05,경기도,여주시,F,음료식품,2112420
2019-05,경기도,여주시,F,유통업 영리,2415520
2019-05,경기도,여주시,F,일반휴게음식,6097700
2019-05,경기도,여주시,M,기타,10800
2019-05,경기도,여주시,M,주방용구,13000
2019-05,경기도,여주시,M,건강식품,20000
2019-05,경기도,여주시,M,신변잡화,75650
2019-05,경기도,여주시,M,농업,116500
2019-05,경기도,여주시,M,의류,119600
2019-05,경기도,여주시,M,기타의료기관,163700
2019-05,경기도,여주시,M,문화.취미,189000
2019-05,경기도,여주시,M,연료판매점,272000
2019-05,경기도,여주시,M,약국,334300
2019-05,경기도,여주시,M,보건위생,357000
2019-05,경기도,여주시,M,레저업소,478600
2019-05,경기도,여주시,M,자동차정비 유지,607000
2019-05,경기도,여주시,M,학원,612500
2019-05,경기도,여주시,M,레져용품,657000
2019-05,경기도,여주시,M,의원,1264380
2019-05,경기도,여주시,M,유통업 영리,1868310
2019-05,경기도,여주시,M,음료식품,1927050
2019-05,경기도,여주시,M,일반휴게음식,8707200
2019-05,경기도,연천군,F,약국,30600
2019-05,경기도,연천군,F,보건위생,40000
2019-05,경기도,연천군,F,음료식품,65300
2019-05,경기도,연천군,F,유통업 영리,69130
2019-05,경기도,연천군,F,회원제형태,133000
2019-05,경기도,연천군,F,일반휴게음식,503500
2019-05,경기도,연천군,M,농업,6000
2019-05,경기도,연천군,M,수리서비스,7400
2019-05,경기도,연천군,M,신변잡화,11000
2019-05,경기도,연천군,M,보건위생,19800
2019-05,경기도,연천군,M,자동차정비 유지,23000
2019-05,경기도,연천군,M,기타,24000
2019-05,경기도,연천군,M,약국,32900
2019-05,경기도,연천군,M,유통업 영리,162090
2019-05,경기도,연천군,M,음료식품,189710
2019-05,경기도,연천군,M,레져용품,286500
2019-05,경기도,연천군,M,일반휴게음식,1177300
2019-05,경기도,오산시,F,사무통신,4800
2019-05,경기도,오산시,F,건축자재,13000
2019-05,경기도,오산시,F,용역 서비스,33800
2019-05,경기도,오산시,F,광학제품,83000
2019-05,경기도,오산시,F,유통업 비영리,96250
2019-05,경기도,오산시,F,기타의료기관,103000
2019-05,경기도,오산시,F,수리서비스,150510
2019-05,경기도,오산시,F,주방용구,153400
2019-05,경기도,오산시,F,자동차정비 유지,402500
2019-05,경기도,오산시,F,병원,443840
2019-05,경기도,오산시,F,연료판매점,511175
2019-05,경기도,오산시,F,레저업소,641900
2019-05,경기도,오산시,F,건강식품,668000
2019-05,경기도,오산시,F,회원제형태,717200
2019-05,경기도,오산시,F,서적문구,845844
2019-05,경기도,오산시,F,직물,924000
2019-05,경기도,오산시,F,의류,941400
2019-05,경기도,오산시,F,신변잡화,964020
2019-05,경기도,오산시,F,문화.취미,1031300
2019-05,경기도,오산시,F,레져용품,1516000
2019-05,경기도,오산시,F,약국,1551060
2019-05,경기도,오산시,F,보건위생,1635800
2019-05,경기도,오산시,F,학원,1820000
2019-05,경기도,오산시,F,의원,3874290
2019-05,경기도,오산시,F,음료식품,9912770
2019-05,경기도,오산시,F,유통업 영리,11080440
2019-05,경기도,오산시,F,일반휴게음식,18552490
2019-05,경기도,오산시,M,사무통신,4500
2019-05,경기도,오산시,M,직물,33000
2019-05,경기도,오산시,M,건축자재,37000
2019-05,경기도,오산시,M,유통업 비영리,48110
2019-05,경기도,오산시,M,농업,79300
2019-05,경기도,오산시,M,광학제품,90000
2019-05,경기도,오산시,M,자동차정비 유지,104094
2019-05,경기도,오산시,M,주방용구,116400
2019-05,경기도,오산시,M,기타,125000
2019-05,경기도,오산시,M,건강식품,163000
2019-05,경기도,오산시,M,수리서비스,225190
2019-05,경기도,오산시,M,레저업소,246300
2019-05,경기도,오산시,M,서적문구,393090
2019-05,경기도,오산시,M,문화.취미,534400
2019-05,경기도,오산시,M,병원,555500
2019-05,경기도,오산시,M,의류,815800
2019-05,경기도,오산시,M,신변잡화,862570
2019-05,경기도,오산시,M,회원제형태,901300
2019-05,경기도,오산시,M,연료판매점,1008000
2019-05,경기도,오산시,M,레져용품,1019300
2019-05,경기도,오산시,M,보건위생,1231600
2019-05,경기도,오산시,M,약국,1270260
2019-05,경기도,오산시,M,학원,2040000
2019-05,경기도,오산시,M,의원,2379600
2019-05,경기도,오산시,M,음료식품,6569480
2019-05,경기도,오산시,M,유통업 영리,7329790
2019-05,경기도,오산시,M,일반휴게음식,19596270
2019-05,경기도,용인시 기흥구,F,건축자재,10000
2019-05,경기도,용인시 기흥구,F,연료판매점,50323
2019-05,경기도,용인시 기흥구,F,문화.취미,133550
2019-05,경기도,용인시 기흥구,F,신변잡화,134500
2019-05,경기도,용인시 기흥구,F,용역 서비스,137900
2019-05,경기도,용인시 기흥구,F,서적문구,258020
2019-05,경기도,용인시 기흥구,F,자동차정비 유지,366900
2019-05,경기도,용인시 기흥구,F,수리서비스,381850
2019-05,경기도,용인시 기흥구,F,의류,494900
2019-05,경기도,용인시 기흥구,F,기타,820200
2019-05,경기도,용인시 기흥구,F,병원,826530
2019-05,경기도,용인시 기흥구,F,회원제형태,845000
2019-05,경기도,용인시 기흥구,F,레져용품,1124800
2019-05,경기도,용인시 기흥구,F,레저업소,1733500
2019-05,경기도,용인시 기흥구,F,약국,1817720
2019-05,경기도,용인시 기흥구,F,유통업 영리,2844190
2019-05,경기도,용인시 기흥구,F,기타의료기관,3102490
2019-05,경기도,용인시 기흥구,F,보건위생,3720290
2019-05,경기도,용인시 기흥구,F,의원,3900400
2019-05,경기도,용인시 기흥구,F,음료식품,4276970
2019-05,경기도,용인시 기흥구,F,학원,16700260
2019-05,경기도,용인시 기흥구,F,일반휴게음식,21909620
2019-05,경기도,용인시 기흥구,M,기타,9350
2019-05,경기도,용인시 기흥구,M,자동차판매,15000
2019-05,경기도,용인시 기흥구,M,용역 서비스,15000
2019-05,경기도,용인시 기흥구,M,레져용품,15000
2019-05,경기도,용인시 기흥구,M,숙박업,60000
2019-05,경기도,용인시 기흥구,M,건축자재,168000
2019-05,경기도,용인시 기흥구,M,문화.취미,195000
2019-05,경기도,용인시 기흥구,M,서적문구,203000
2019-05,경기도,용인시 기흥구,M,신변잡화,294750
2019-05,경기도,용인시 기흥구,M,연료판매점,336129
2019-05,경기도,용인시 기흥구,M,의류,545600
2019-05,경기도,용인시 기흥구,M,자동차정비 유지,627500
2019-05,경기도,용인시 기흥구,M,수리서비스,634060
2019-05,경기도,용인시 기흥구,M,레저업소,884900
2019-05,경기도,용인시 기흥구,M,약국,1089500
2019-05,경기도,용인시 기흥구,M,보건위생,1350430
2019-05,경기도,용인시 기흥구,M,회원제형태,1422500
2019-05,경기도,용인시 기흥구,M,병원,1623300
2019-05,경기도,용인시 기흥구,M,의원,1998100
2019-05,경기도,용인시 기흥구,M,음료식품,2363488
2019-05,경기도,용인시 기흥구,M,유통업 영리,2724180
2019-05,경기도,용인시 기흥구,M,기타의료기관,3931510
2019-05,경기도,용인시 기흥구,M,학원,8779500
2019-05,경기도,용인시 기흥구,M,일반휴게음식,21405780
2019-05,경기도,용인시 수지구,F,사무통신,1000
2019-05,경기도,용인시 수지구,F,용역 서비스,3500
2019-05,경기도,용인시 수지구,F,광학제품,50000
2019-05,경기도,용인시 수지구,F,문화.취미,63000
2019-05,경기도,용인시 수지구,F,신변잡화,85900
2019-05,경기도,용인시 수지구,F,의류,103000
2019-05,경기도,용인시 수지구,F,건축자재,128000
2019-05,경기도,용인시 수지구,F,직물,164800
2019-05,경기도,용인시 수지구,F,자동차정비 유지,230000
2019-05,경기도,용인시 수지구,F,레저업소,510600
2019-05,경기도,용인시 수지구,F,수리서비스,709740
2019-05,경기도,용인시 수지구,F,건강식품,722000
2019-05,경기도,용인시 수지구,F,레져용품,828900
2019-05,경기도,용인시 수지구,F,약국,1277010
2019-05,경기도,용인시 수지구,F,유통업 영리,1292620
2019-05,경기도,용인시 수지구,F,병원,1352670
2019-05,경기도,용인시 수지구,F,서적문구,1476190
2019-05,경기도,용인시 수지구,F,회원제형태,1604500
2019-05,경기도,용인시 수지구,F,음료식품,2293430
2019-05,경기도,용인시 수지구,F,보건위생,2390100
2019-05,경기도,용인시 수지구,F,기타의료기관,3015000
2019-05,경기도,용인시 수지구,F,의원,3283240
2019-05,경기도,용인시 수지구,F,학원,9546300
2019-05,경기도,용인시 수지구,F,일반휴게음식,13503580
2019-05,경기도,용인시 수지구,M,신변잡화,16000
2019-05,경기도,용인시 수지구,M,숙박업,25000
2019-05,경기도,용인시 수지구,M,연료판매점,42000
2019-05,경기도,용인시 수지구,M,병원,89200
2019-05,경기도,용인시 수지구,M,광학제품,90000
2019-05,경기도,용인시 수지구,M,문화.취미,94600
2019-05,경기도,용인시 수지구,M,기타,99000
2019-05,경기도,용인시 수지구,M,서적문구,166150
2019-05,경기도,용인시 수지구,M,건축자재,178100
2019-05,경기도,용인시 수지구,M,수리서비스,179020
2019-05,경기도,용인시 수지구,M,건강식품,259700
2019-05,경기도,용인시 수지구,M,자동차정비 유지,476900
2019-05,경기도,용인시 수지구,M,약국,804090
2019-05,경기도,용인시 수지구,M,레져용품,847000
2019-05,경기도,용인시 수지구,M,레저업소,1090300
2019-05,경기도,용인시 수지구,M,회원제형태,1128000
2019-05,경기도,용인시 수지구,M,음료식품,1772110
2019-05,경기도,용인시 수지구,M,유통업 영리,1939880
2019-05,경기도,용인시 수지구,M,기타의료기관,2135600
2019-05,경기도,용인시 수지구,M,의원,2627210
2019-05,경기도,용인시 수지구,M,보건위생,3588000
2019-05,경기도,용인시 수지구,M,학원,3616300
2019-05,경기도,용인시 수지구,M,일반휴게음식,14881210
2019-05,경기도,용인시 처인구,F,사무통신,5000
2019-05,경기도,용인시 처인구,F,병원,5300
2019-05,경기도,용인시 처인구,F,전기제품,10000
2019-05,경기도,용인시 처인구,F,기타,10000
2019-05,경기도,용인시 처인구,F,건축자재,26000
2019-05,경기도,용인시 처인구,F,직물,35000
2019-05,경기도,용인시 처인구,F,자동차정비 유지,42000
2019-05,경기도,용인시 처인구,F,광학제품,55000
2019-05,경기도,용인시 처인구,F,레저업소,74200
2019-05,경기도,용인시 처인구,F,기타의료기관,78000
2019-05,경기도,용인시 처인구,F,서적문구,131770
2019-05,경기도,용인시 처인구,F,수리서비스,132900
2019-05,경기도,용인시 처인구,F,건강식품,142100
2019-05,경기도,용인시 처인구,F,연료판매점,190000
2019-05,경기도,용인시 처인구,F,문화.취미,261100
2019-05,경기도,용인시 처인구,F,신변잡화,286200
2019-05,경기도,용인시 처인구,F,회원제형태,350000
2019-05,경기도,용인시 처인구,F,레져용품,672700
2019-05,경기도,용인시 처인구,F,약국,787070
2019-05,경기도,용인시 처인구,F,의류,1000400
2019-05,경기도,용인시 처인구,F,유통업 영리,1638830
2019-05,경기도,용인시 처인구,F,학원,2112500
2019-05,경기도,용인시 처인구,F,음료식품,2179138
2019-05,경기도,용인시 처인구,F,보건위생,2236700
2019-05,경기도,용인시 처인구,F,의원,3204450
2019-05,경기도,용인시 처인구,F,일반휴게음식,16602050
2019-05,경기도,용인시 처인구,M,용역 서비스,1000
2019-05,경기도,용인시 처인구,M,사무통신,5000
2019-05,경기도,용인시 처인구,M,숙박업,27000
2019-05,경기도,용인시 처인구,M,자동차정비 유지,64510
2019-05,경기도,용인시 처인구,M,광학제품,65000
2019-05,경기도,용인시 처인구,M,농업,67000
2019-05,경기도,용인시 처인구,M,수리서비스,71790
2019-05,경기도,용인시 처인구,M,서적문구,153720
2019-05,경기도,용인시 처인구,M,기타의료기관,169000
2019-05,경기도,용인시 처인구,M,신변잡화,186800
2019-05,경기도,용인시 처인구,M,회원제형태,193000
2019-05,경기도,용인시 처인구,M,건축자재,295500
2019-05,경기도,용인시 처인구,M,의류,319500
2019-05,경기도,용인시 처인구,M,문화.취미,408000
2019-05,경기도,용인시 처인구,M,약국,440110
2019-05,경기도,용인시 처인구,M,연료판매점,896366
2019-05,경기도,용인시 처인구,M,보건위생,1132220
2019-05,경기도,용인시 처인구,M,레저업소,1177400
2019-05,경기도,용인시 처인구,M,레져용품,1211650
2019-05,경기도,용인시 처인구,M,음료식품,1700086
2019-05,경기도,용인시 처인구,M,병원,1856200
2019-05,경기도,용인시 처인구,M,의원,1897380
2019-05,경기도,용인시 처인구,M,유통업 영리,2254430
2019-05,경기도,용인시 처인구,M,학원,2980300
2019-05,경기도,용인시 처인구,M,일반휴게음식,18382390
2019-05,경기도,의정부시,F,건축자재,6000
2019-05,경기도,의정부시,F,주방용구,18000
2019-05,경기도,의정부시,F,용역 서비스,20600
2019-05,경기도,의정부시,F,사무통신,106500
2019-05,경기도,의정부시,F,가구,116000
2019-05,경기도,의정부시,F,광학제품,124000
2019-05,경기도,의정부시,F,연료판매점,207890
2019-05,경기도,의정부시,F,건강식품,213000
2019-05,경기도,의정부시,F,직물,291000
2019-05,경기도,의정부시,F,서적문구,434100
2019-05,경기도,의정부시,F,기타의료기관,456200
2019-05,경기도,의정부시,F,레져용품,690600
2019-05,경기도,의정부시,F,수리서비스,741650
2019-05,경기도,의정부시,F,문화.취미,820800
2019-05,경기도,의정부시,F,자동차정비 유지,890500
2019-05,경기도,의정부시,F,신변잡화,1202280
2019-05,경기도,의정부시,F,약국,1603970
2019-05,경기도,의정부시,F,레저업소,1971400
2019-05,경기도,의정부시,F,의류,4045500
2019-05,경기도,의정부시,F,회원제형태,5455550
2019-05,경기도,의정부시,F,유통업 영리,5973670
2019-05,경기도,의정부시,F,의원,5994210
2019-05,경기도,의정부시,F,보건위생,7551680
2019-05,경기도,의정부시,F,음료식품,8375606
2019-05,경기도,의정부시,F,학원,12408310
2019-05,경기도,의정부시,F,일반휴게음식,43327470
2019-05,경기도,의정부시,M,유통업 비영리,7000
2019-05,경기도,의정부시,M,건축자재,30300
2019-05,경기도,의정부시,M,기타,57600
2019-05,경기도,의정부시,M,전기제품,74350
2019-05,경기도,의정부시,M,사무통신,161500
2019-05,경기도,의정부시,M,광학제품,178000
2019-05,경기도,의정부시,M,건강식품,190000
2019-05,경기도,의정부시,M,숙박업,275000
2019-05,경기도,의정부시,M,서적문구,381200
2019-05,경기도,의정부시,M,직물,448000
2019-05,경기도,의정부시,M,수리서비스,521870
2019-05,경기도,의정부시,M,문화.취미,592100
2019-05,경기도,의정부시,M,자동차정비 유지,618480
2019-05,경기도,의정부시,M,레져용품,646000
2019-05,경기도,의정부시,M,기타의료기관,773470
2019-05,경기도,의정부시,M,신변잡화,821890
2019-05,경기도,의정부시,M,연료판매점,1221400
2019-05,경기도,의정부시,M,의류,1339200
2019-05,경기도,의정부시,M,약국,2367660
2019-05,경기도,의정부시,M,레저업소,2466700
2019-05,경기도,의정부시,M,회원제형태,2669000
2019-05,경기도,의정부시,M,의원,2934900
2019-05,경기도,의정부시,M,학원,3164300
2019-05,경기도,의정부시,M,보건위생,3878280
2019-05,경기도,의정부시,M,음료식품,7630076
2019-05,경기도,의정부시,M,유통업 영리,10803340
2019-05,경기도,의정부시,M,일반휴게음식,52176145
2019-05,경기도,이천시,F,사무통신,4050
2019-05,경기도,이천시,F,문화.취미,13000
2019-05,경기도,이천시,F,건강식품,34000
2019-05,경기도,이천시,F,숙박업,35000
2019-05,경기도,이천시,F,주방용구,47000
2019-05,경기도,이천시,F,서적문구,53800
2019-05,경기도,이천시,F,수리서비스,65110
2019-05,경기도,이천시,F,신변잡화,72500
2019-05,경기도,이천시,F,레져용품,120900
2019-05,경기도,이천시,F,레저업소,134000
2019-05,경기도,이천시,F,학원,228000
2019-05,경기도,이천시,F,의류,271720
2019-05,경기도,이천시,F,병원,291590
2019-05,경기도,이천시,F,보건위생,435250
2019-05,경기도,이천시,F,약국,557850
2019-05,경기도,이천시,F,음료식품,741020
2019-05,경기도,이천시,F,의원,951920
2019-05,경기도,이천시,F,유통업 영리,1279020
2019-05,경기도,이천시,F,일반휴게음식,4875400
2019-05,경기도,이천시,M,여행,10500
2019-05,경기도,이천시,M,직물,20000
2019-05,경기도,이천시,M,신변잡화,30800
2019-05,경기도,이천시,M,수리서비스,34000
2019-05,경기도,이천시,M,병원,39900
2019-05,경기도,이천시,M,서적문구,54600
2019-05,경기도,이천시,M,문화.취미,100000
2019-05,경기도,이천시,M,건축자재,140150
2019-05,경기도,이천시,M,회원제형태,364000
2019-05,경기도,이천시,M,기타의료기관,379000
2019-05,경기도,이천시,M,약국,444150
2019-05,경기도,이천시,M,레저업소,469100
2019-05,경기도,이천시,M,음료식품,490800
2019-05,경기도,이천시,M,의류,517000
2019-05,경기도,이천시,M,보건위생,527900
2019-05,경기도,이천시,M,자동차정비 유지,597000
2019-05,경기도,이천시,M,학원,995000
2019-05,경기도,이천시,M,유통업 영리,1062290
2019-05,경기도,이천시,M,의원,1524780
2019-05,경기도,이천시,M,일반휴게음식,7067540
2019-05,경기도,파주시,F,일반휴게음식,118300
2019-05,경기도,파주시,M,약국,4400
2019-05,경기도,파주시,M,의원,5800
2019-05,경기도,파주시,M,보건위생,25000
2019-05,경기도,파주시,M,음료식품,77000
2019-05,경기도,파주시,M,일반휴게음식,172300
2019-05,경기도,평택시,F,일반휴게음식,25000
2019-05,경기도,평택시,M,약국,9000
2019-05,경기도,평택시,M,일반휴게음식,78000
2019-05,경기도,평택시,M,유통업 영리,94700
2019-05,경기도,포천시,F,일반휴게음식,59000
2019-05,경기도,하남시,F,사무통신,16000
2019-05,경기도,하남시,F,기타,30500
2019-05,경기도,하남시,F,숙박업,43000
2019-05,경기도,하남시,F,용역 서비스,51000
2019-05,경기도,하남시,F,주방용구,89700
2019-05,경기도,하남시,F,광학제품,100000
2019-05,경기도,하남시,F,병원,114100
2019-05,경기도,하남시,F,직물,185400
2019-05,경기도,하남시,F,가구,200000
2019-05,경기도,하남시,F,건축자재,297000
2019-05,경기도,하남시,F,자동차정비 유지,338100
2019-05,경기도,하남시,F,신변잡화,364900
2019-05,경기도,하남시,F,서적문구,526570
2019-05,경기도,하남시,F,수리서비스,651780
2019-05,경기도,하남시,F,문화.취미,1156250
2019-05,경기도,하남시,F,회원제형태,2037000
2019-05,경기도,하남시,F,의류,2251200
2019-05,경기도,하남시,F,레져용품,2782200
2019-05,경기도,하남시,F,약국,2910480
2019-05,경기도,하남시,F,기타의료기관,3724800
2019-05,경기도,하남시,F,연료판매점,3900671
2019-05,경기도,하남시,F,레저업소,4029000
2019-05,경기도,하남시,F,보건위생,8196550
2019-05,경기도,하남시,F,음료식품,8373200
2019-05,경기도,하남시,F,의원,8910420
2019-05,경기도,하남시,F,유통업 영리,11826470
2019-05,경기도,하남시,F,학원,22569400
2019-05,경기도,하남시,F,일반휴게음식,37769502
2019-05,경기도,하남시,M,사무통신,11800
2019-05,경기도,하남시,M,광학제품,18000
2019-05,경기도,하남시,M,가구,23200
2019-05,경기도,하남시,M,숙박업,30000
2019-05,경기도,하남시,M,건축자재,38700
2019-05,경기도,하남시,M,용역 서비스,42300
2019-05,경기도,하남시,M,주방용구,47800
2019-05,경기도,하남시,M,유통업 비영리,55660
2019-05,경기도,하남시,M,병원,83100
2019-05,경기도,하남시,M,기타,93000
2019-05,경기도,하남시,M,건강식품,135000
2019-05,경기도,하남시,M,회원제형태,178000
2019-05,경기도,하남시,M,직물,248800
2019-05,경기도,하남시,M,문화.취미,303610
2019-05,경기도,하남시,M,신변잡화,393800
2019-05,경기도,하남시,M,자동차정비 유지,414200
2019-05,경기도,하남시,M,서적문구,667950
2019-05,경기도,하남시,M,수리서비스,673210
2019-05,경기도,하남시,M,의류,1002100
2019-05,경기도,하남시,M,약국,1403090
2019-05,경기도,하남시,M,레져용품,1688200
2019-05,경기도,하남시,M,레저업소,2423700
2019-05,경기도,하남시,M,보건위생,3331650
2019-05,경기도,하남시,M,연료판매점,4736923
2019-05,경기도,하남시,M,의원,5617655
2019-05,경기도,하남시,M,기타의료기관,5891200
2019-05,경기도,하남시,M,음료식품,6066500
2019-05,경기도,하남시,M,유통업 영리,9708400
2019-05,경기도,하남시,M,학원,10368100
2019-05,경기도,하남시,M,일반휴게음식,38094088
2019-05,경기도,화성시,F,사무통신,40000
2019-05,경기도,화성시,F,농업,45000
2019-05,경기도,화성시,F,병원,55400
2019-05,경기도,화성시,F,광학제품,65000
2019-05,경기도,화성시,F,기타,110000
2019-05,경기도,화성시,F,직물,347000
2019-05,경기도,화성시,F,건축자재,523400
2019-05,경기도,화성시,F,유통업 비영리,664840
2019-05,경기도,화성시,F,연료판매점,928802
2019-05,경기도,화성시,F,신변잡화,939910
2019-05,경기도,화성시,F,용역 서비스,961600
2019-05,경기도,화성시,F,문화.취미,1017500
2019-05,경기도,화성시,F,자동차정비 유지,1097490
2019-05,경기도,화성시,F,건강식품,1690000
2019-05,경기도,화성시,F,레져용품,2021100
2019-05,경기도,화성시,F,수리서비스,2418260
2019-05,경기도,화성시,F,서적문구,2784530
2019-05,경기도,화성시,F,약국,5482520
2019-05,경기도,화성시,F,의류,6272070
2019-05,경기도,화성시,F,기타의료기관,6781950
2019-05,경기도,화성시,F,회원제형태,9025900
2019-05,경기도,화성시,F,레저업소,9932400
2019-05,경기도,화성시,F,유통업 영리,14229050
2019-05,경기도,화성시,F,의원,18195460
2019-05,경기도,화성시,F,보건위생,20377623
2019-05,경기도,화성시,F,음료식품,25375550
2019-05,경기도,화성시,F,학원,84564445
2019-05,경기도,화성시,F,일반휴게음식,110659020
2019-05,경기도,화성시,M,병원,5000
2019-05,경기도,화성시,M,주방용구,7500
2019-05,경기도,화성시,M,농업,10000
2019-05,경기도,화성시,M,숙박업,65000
2019-05,경기도,화성시,M,건축자재,88200
2019-05,경기도,화성시,M,기타,145000
2019-05,경기도,화성시,M,광학제품,213000
2019-05,경기도,화성시,M,용역 서비스,232000
2019-05,경기도,화성시,M,직물,306000
2019-05,경기도,화성시,M,유통업 비영리,472600
2019-05,경기도,화성시,M,신변잡화,636460
2019-05,경기도,화성시,M,서적문구,837820
2019-05,경기도,화성시,M,건강식품,883200
2019-05,경기도,화성시,M,문화.취미,1015304
2019-05,경기도,화성시,M,가구,1200000
2019-05,경기도,화성시,M,수리서비스,1293530
2019-05,경기도,화성시,M,레져용품,1297900
2019-05,경기도,화성시,M,연료판매점,1334730
2019-05,경기도,화성시,M,의류,2007000
2019-05,경기도,화성시,M,자동차정비 유지,2198054
2019-05,경기도,화성시,M,약국,2482960
2019-05,경기도,화성시,M,레저업소,3407150
2019-05,경기도,화성시,M,회원제형태,4171200
2019-05,경기도,화성시,M,기타의료기관,6926300
2019-05,경기도,화성시,M,음료식품,13031460
2019-05,경기도,화성시,M,의원,13137180
2019-05,경기도,화성시,M,유통업 영리,16494416
2019-05,경기도,화성시,M,보건위생,17706466
2019-05,경기도,화성시,M,학원,45359500
2019-05,경기도,화성시,M,일반휴게음식,94245090
2019-06,경기도,가평군,F,건강식품,4000
2019-06,경기도,가평군,F,수리서비스,16200
2019-06,경기도,가평군,F,농업,18000
2019-06,경기도,가평군,F,건축자재,27700
2019-06,경기도,가평군,F,문화.취미,66000
2019-06,경기도,가평군,F,서적문구,66200
2019-06,경기도,가평군,F,직물,80000
2019-06,경기도,가평군,F,의류,84000
2019-06,경기도,가평군,F,자동차정비 유지,101000
2019-06,경기도,가평군,F,약국,195400
2019-06,경기도,가평군,F,레저업소,215500
2019-06,경기도,가평군,F,회원제형태,250000
2019-06,경기도,가평군,F,신변잡화,258850
2019-06,경기도,가평군,F,의원,310800
2019-06,경기도,가평군,F,보건위생,553100
2019-06,경기도,가평군,F,연료판매점,578971
2019-06,경기도,가평군,F,음료식품,1096450
2019-06,경기도,가평군,F,학원,1690000
2019-06,경기도,가평군,F,유통업 영리,2176190
2019-06,경기도,가평군,F,유통업 비영리,2316930
2019-06,경기도,가평군,F,일반휴게음식,4818910
2019-06,경기도,가평군,M,광학제품,15000
2019-06,경기도,가평군,M,레져용품,16500
2019-06,경기도,가평군,M,건축자재,40300
2019-06,경기도,가평군,M,의류,42000
2019-06,경기도,가평군,M,농업,50000
2019-06,경기도,가평군,M,숙박업,71600
2019-06,경기도,가평군,M,문화.취미,84250
2019-06,경기도,가평군,M,의원,133700
2019-06,경기도,가평군,M,학원,150000
2019-06,경기도,가평군,M,자동차정비 유지,185600
2019-06,경기도,가평군,M,건강식품,210000
2019-06,경기도,가평군,M,서적문구,229700
2019-06,경기도,가평군,M,신변잡화,258500
2019-06,경기도,가평군,M,약국,331210
2019-06,경기도,가평군,M,보건위생,346500
2019-06,경기도,가평군,M,레저업소,397000
2019-06,경기도,가평군,M,음료식품,1501630
2019-06,경기도,가평군,M,연료판매점,1993206
2019-06,경기도,가평군,M,유통업 비영리,2855850
2019-06,경기도,가평군,M,유통업 영리,3984960
2019-06,경기도,가평군,M,일반휴게음식,10414100
2019-06,경기도,고양시 덕양구,F,용역 서비스,4200
2019-06,경기도,고양시 덕양구,F,레져용품,12000
2019-06,경기도,고양시 덕양구,F,광학제품,16500
2019-06,경기도,고양시 덕양구,F,주방용구,22000
2019-06,경기도,고양시 덕양구,F,기타의료기관,30000
2019-06,경기도,고양시 덕양구,F,기타,50000
2019-06,경기도,고양시 덕양구,F,사무통신,82200
2019-06,경기도,고양시 덕양구,F,자동차판매,110000
2019-06,경기도,고양시 덕양구,F,건축자재,141200
